Iteration,[DT]->[A],[DT]->[The],[DT]->[tall],[DT]->[boy],[DT]->[house],[JJ]->[A],[JJ]->[The],[JJ]->[tall],[JJ]->[boy],[JJ]->[house],[NN]->[A],[NN]->[The],[NN]->[tall],[NN]->[boy],[NN]->[house]
358,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
359,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
360,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
361,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
362,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
363,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
364,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
365,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
366,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
367,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
368,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
369,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
370,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
371,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
372,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
373,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
374,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
375,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
376,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
377,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
378,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
379,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
380,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
381,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
382,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
383,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
384,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
385,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
386,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
387,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
388,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
389,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
390,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
391,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
392,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
393,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
394,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
395,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
396,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
397,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
398,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
399,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
400,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
401,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
402,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
403,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
404,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
405,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
406,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
407,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
408,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
409,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
410,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
411,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
412,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
413,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
414,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
415,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
416,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
417,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
418,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
419,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
420,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
421,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
422,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
423,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
424,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
425,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
426,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
427,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
428,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
429,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
430,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
431,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
432,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
433,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
434,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
435,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
436,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
437,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
438,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
439,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
440,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
441,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
442,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
443,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
444,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
445,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
446,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
447,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
448,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
449,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
450,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
451,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
452,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
453,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
454,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
455,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
456,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
457,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
458,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
459,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
460,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
461,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
462,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
463,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
464,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
465,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
466,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
467,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
468,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
469,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
470,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
471,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
472,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
473,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
474,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
475,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
476,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
477,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
478,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
479,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
480,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
481,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
482,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
483,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
484,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
485,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
486,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
487,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
488,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
489,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
490,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
491,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
492,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
493,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
494,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
495,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
496,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
497,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
498,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
499,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
500,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
501,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
502,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
503,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
504,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
505,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
506,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
507,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
508,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
509,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
510,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
511,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
512,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
513,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
514,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
515,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
516,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
517,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
518,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
519,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
520,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
521,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
522,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
523,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
524,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
525,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
526,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
527,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
528,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
529,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
530,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
531,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
532,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
533,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
534,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
535,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
536,0.069855,0.035254,0.000000,0.598440,0.296451,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
537,0.594742,0.300149,0.000000,0.070289,0.034819,0.000000,0.250000,0.500000,0.000000,0.250000,0.333333,0.166667,0.000000,0.333333,0.166667
